"Movie Title","Review Title","Reviewer","Review","Date","Ratings","...7","prod_name","title","reviewer","review","date","ratings","type_of_movies"
NA,NA,NA,NA,NA,NA,NA,"extraction ii (2023)","hemsworth once againputting the action into extraction","cmconnexion","compared to the first film the story in this one isnt as good but the action and choreography is top shelf ill even say it its better than john wick  the difference being that this film has much more realism and is much less monotonous and hemsworth looks much better doing it than keanu reeves who looks uncoordinated compared to hemsworth in this one major props once again to director sam hargrave for the directing and action choreography that was flawless every action sequence looks absolutely authentic and he even threw in some never seen before action tactics i had always felt that hemsworth was born to play thor but now he is the new and improved jason bourne and john wick combined cant wait for part ",2023-06-18,NA,NA
NA,NA,NA,NA,NA,NA,NA,"m3gan (2022)","its a decent film if somewhat tame","sleepindragon","young cady is given mgan an ai doll thats very protectivefirst off i felt very old in the cinema aged  where most of the viewers seemed to be teenagers and i think theyre perhaps the target audiencedefinitely not without appeal its an interesting if unoriginal plot childs play vibes and there are a few jumps here and there mgan does have some intriguing moments but sadly never flips into horror mode which i felt the trailers pointed tothe major plus the visuals it looks very good indeed its nicely shot and well produced mgans realisation is great the film peaks towards the end and the scenes in the forest in particular look very good and offer the films most unsettling momentson the debit side its hard to believe in the actions of some of the characters a few times i sat there wanting to shout out really is that actually what theyre going to do but worse the film was a little too slow in partsi expected it to be somewhat gruesome it really wasnt when i came home from the cinema i read that it had been cut to fit with a younger audience i can see that",2023-01-06,NA,NA
NA,NA,NA,NA,NA,NA,NA,"m3gan (2022)","the rare case in which i  got what i expected","jfgibson","most movies seem to either be underwhelming or just fine once in a great while they overdeliver and exceed your expectations but possibly the rarest result is when you are excited to see a movie and you get exactly what youd hoped for for me mgan was a blast of entertainment a perfect concoction of a wellpaced story that is just there for you to have fun with okay if im honest it did have some moments that elevated my enjoyment even a little more than id hopedthey went to a few places i could not have expected that doesnt mean that the story wasnt predictable it was pretty clear where this was going the whole time but it was still fun and memorable and i expect that if i ever happen to walk into a room where someone has this movie on i will sit and watch with them to the end i enjoyed it",2023-01-06,NA,NA
NA,NA,NA,NA,NA,NA,NA,"m3gan (2022)","toned down to pg so teens can watch","feastmode","mgan is another example of a movie that was originally meant to be rated r absolutely should be rated r but is toned down to pg so they can sell more tickets instead of focusing on making something awesome for real movie fans something people will talk about for years they focus on the casuals and teens there were even a few children at my viewing i continue to ask when are studios going to stop being cowards and have the courage to go all outunfortunately thats far from the only problem with mgan my biggest complaint is it feels like such a tease part of the reason is the aforementioned limitations which doesnt allow you to be creative with or even show the kills the other reason is that this movie takes forever to get going and every time i think okay here we go it steps back and makes me wait longer its not a long movie and i dont have a short attention span i just wanted it to go crazy and it never really didother than that this is just a mediocre movie i love a good blend of horror and comedy but the comedy barely made me laugh and the horror is barely that with the exception of a solid performance by the main child i found the rest of the acting to be serviceable at bestif youre like me and feel like this barely scratched an itch watch malignant oh it scratches  viewing opening thursday ",2023-01-15,NA,NA
NA,NA,NA,NA,NA,NA,NA,"m3gan (2022)","this isnt horror","mrashtastic","for the first movie theater experience i had in  mgan was just not it this is barely a horror film and more so a comedyparody in the same vein as the  childs play remake take an actually good idea and slap a pg rating on it youve got mgani dont think i could care about the characters in this movie any less everyone in this film is either entirely unlikeable or completely incompetent this is a horror movie no one wanted to see a doll sing the stakes werent there the shock value was detrimental to the scariness factor and to top it all off weve got singing dolls and absolutely no bloodmgan gets a d",2023-01-06,NA,NA
NA,NA,NA,NA,NA,NA,NA,"m3gan (2022)","surprisingly good and better than i anticipated","nscoby","there really isnt much to complain about this little gem it had everything going for it from casting to production to directing etc the story had a great flow to it and although it was mostly predictable it was still really fun to go along for the ride all casting and performances were spoton although i felt ronny chieng was miscast i am a fan but somehow his character just didnt fit and wasnt as convincing as everyone else was the visual effects for megan were on point as was the cinematography and score the  min runtime flew by with the proper pacing overall a really fun watch and i certainly recommend it i do hope they come out with at least one more sequel",2023-01-29,NA,NA
NA,NA,NA,NA,NA,NA,NA,"m3gan (2022)","a well shot fun ride","topdawgcritic","it seems especially in the horror genre nearly everything lately is regurgitated and advertised as something new blumhouse does this more than anyone lately and yet still manages to rake in profits from mostly generation z unfamiliar with the old classic horror films that came long before the glaring similarities and material borrowing comes from basically every chucky film though its presented in a way thats more appetizing to the newer tik tok gen z crowd not saying the film isnt still executed solidly or isnt effective it just feels like such an obvious rewrapping of an old classicthe film itself has a solid enough story and decently intriguing visuals to keep it interesting the acting is subpar at times but the shock value makes up for it the true issues lay in the blatant lack of originality toward the overall product slight futuristic advancements in plot points and cgi can only differentiate from the old so much when something feels so familiar",2022-12-28,NA,NA
NA,NA,NA,NA,NA,NA,NA,"m3gan (2022)","recycled concepts molded and manufactured for gen z out of the blumhouse factory","tresm","solid and at times actually entertaining like other reviewers have mentioned this strikes me as another version of the  childs play a fun doesnttakeitself tooseriously movie nonetheless it added its own spin to the horrorcomedy genre with its intentional and unintentional comedyi went into mgan with little to no expectation given the only marketing material i could remember was the dance scene i found that the film accomplished the message it set out on parents suck at raising children and having no parental figure could be deadly because they will get attached to anything that shows them affectionas far as the quality of the film there wasnt really anything surprising or new i could think of most of the elements were very predictable from the beginning thats not always a bad thing because most people like the predictability and knowing where a film is headedoverall not bad for an early january released pg horror movie",2023-01-07,NA,NA
NA,NA,NA,NA,NA,NA,NA,"m3gan (2022)","just fine","lanstaylor","fine its a moderately entertaining deadly doll movie but seriously its been a bit overpraised this is paint by numbers storytelling a beat by beat remake of every deadly friend tale also while i generally find her appealing allison williams looks like shes about to crack up half the time its also a little soft on the true horrorscares front id actually love to see an r rated sequel that goes as hard as childs play or annabelle anyway it makes me sad to think that there are strong movies out right now babylon the whale that audiences are ignoring in favor of this january junk",2023-01-07,NA,NA
NA,NA,NA,NA,NA,NA,NA,"m3gan (2022)","weirdly overpraised","jjdausey","you have a niece whos lost her parents comes to stay this distraction starts to disrupt your work day so you revisit a work project youd been trying to keep secret you call it mgan its all just childs play its not long before machine and niece connect takes the role of parenting without neglect keeps a watch on its young guard any threat it will discard with a mission to defend secure protect before too long you have concerns as the creator your brainchild has become a calculator a consciousness that learns considers all the twists and turns perhaps its time to pull the plug and terminate hera variation on several themes youve encountered many times before but entertaining nonetheless and thought provoking as well",2023-01-13,NA,NA
NA,NA,NA,NA,NA,NA,NA,"m3gan (2022)","cant believe people are charging money to see this","superfox","after watching the first trailer i was excited to watch the movie and after hearing positive reviews my expectations rose after watching the movie it felt like i didnt see anything new it was just same robot becoming enemy due to malfunction the horror or thrilling elements were missing from the story one thing i liked about the story was they tried to be realistic but we have seen this type of story millions of times i dont know what will they do with the sequel maybe make it a franchise like childs play who knowsoverall it was a normal movie which i think you can give a try",2023-01-25,NA,NA
NA,NA,NA,NA,NA,NA,NA,"m3gan (2022)","its a decent film if somewhat tame","sleepindragon","young cady is given mgan an ai doll thats very protectivefirst off i felt very old in the cinema aged  where most of the viewers seemed to be teenagers and i think theyre perhaps the target audiencedefinitely not without appeal its an interesting if unoriginal plot childs play vibes and there are a few jumps here and there mgan does have some intriguing moments but sadly never flips into horror mode which i felt the trailers pointed tothe major plus the visuals it looks very good indeed its nicely shot and well produced mgans realisation is great the film peaks towards the end and the scenes in the forest in particular look very good and offer the films most unsettling momentson the debit side its hard to believe in the actions of some of the characters a few times i sat there wanting to shout out really is that actually what theyre going to do but worse the film was a little too slow in partsi expected it to be somewhat gruesome it really wasnt when i came home from the cinema i read that it had been cut to fit with a younger audience i can see that",2023-01-06,NA,NA
NA,NA,NA,NA,NA,NA,NA,"m3gan (2022)","the rare case in which i  got what i expected","jfgibson","most movies seem to either be underwhelming or just fine once in a great while they overdeliver and exceed your expectations but possibly the rarest result is when you are excited to see a movie and you get exactly what youd hoped for for me mgan was a blast of entertainment a perfect concoction of a wellpaced story that is just there for you to have fun with okay if im honest it did have some moments that elevated my enjoyment even a little more than id hopedthey went to a few places i could not have expected that doesnt mean that the story wasnt predictable it was pretty clear where this was going the whole time but it was still fun and memorable and i expect that if i ever happen to walk into a room where someone has this movie on i will sit and watch with them to the end i enjoyed it",2023-01-06,NA,NA
NA,NA,NA,NA,NA,NA,NA,"m3gan (2022)","toned down to pg so teens can watch","feastmode","mgan is another example of a movie that was originally meant to be rated r absolutely should be rated r but is toned down to pg so they can sell more tickets instead of focusing on making something awesome for real movie fans something people will talk about for years they focus on the casuals and teens there were even a few children at my viewing i continue to ask when are studios going to stop being cowards and have the courage to go all outunfortunately thats far from the only problem with mgan my biggest complaint is it feels like such a tease part of the reason is the aforementioned limitations which doesnt allow you to be creative with or even show the kills the other reason is that this movie takes forever to get going and every time i think okay here we go it steps back and makes me wait longer its not a long movie and i dont have a short attention span i just wanted it to go crazy and it never really didother than that this is just a mediocre movie i love a good blend of horror and comedy but the comedy barely made me laugh and the horror is barely that with the exception of a solid performance by the main child i found the rest of the acting to be serviceable at bestif youre like me and feel like this barely scratched an itch watch malignant oh it scratches  viewing opening thursday ",2023-01-15,NA,NA
NA,NA,NA,NA,NA,NA,NA,"m3gan (2022)","this isnt horror","mrashtastic","for the first movie theater experience i had in  mgan was just not it this is barely a horror film and more so a comedyparody in the same vein as the  childs play remake take an actually good idea and slap a pg rating on it youve got mgani dont think i could care about the characters in this movie any less everyone in this film is either entirely unlikeable or completely incompetent this is a horror movie no one wanted to see a doll sing the stakes werent there the shock value was detrimental to the scariness factor and to top it all off weve got singing dolls and absolutely no bloodmgan gets a d",2023-01-06,NA,NA
NA,NA,NA,NA,NA,NA,NA,"m3gan (2022)","surprisingly good and better than i anticipated","nscoby","there really isnt much to complain about this little gem it had everything going for it from casting to production to directing etc the story had a great flow to it and although it was mostly predictable it was still really fun to go along for the ride all casting and performances were spoton although i felt ronny chieng was miscast i am a fan but somehow his character just didnt fit and wasnt as convincing as everyone else was the visual effects for megan were on point as was the cinematography and score the  min runtime flew by with the proper pacing overall a really fun watch and i certainly recommend it i do hope they come out with at least one more sequel",2023-01-29,NA,NA
NA,NA,NA,NA,NA,NA,NA,"m3gan (2022)","a well shot fun ride","topdawgcritic","it seems especially in the horror genre nearly everything lately is regurgitated and advertised as something new blumhouse does this more than anyone lately and yet still manages to rake in profits from mostly generation z unfamiliar with the old classic horror films that came long before the glaring similarities and material borrowing comes from basically every chucky film though its presented in a way thats more appetizing to the newer tik tok gen z crowd not saying the film isnt still executed solidly or isnt effective it just feels like such an obvious rewrapping of an old classicthe film itself has a solid enough story and decently intriguing visuals to keep it interesting the acting is subpar at times but the shock value makes up for it the true issues lay in the blatant lack of originality toward the overall product slight futuristic advancements in plot points and cgi can only differentiate from the old so much when something feels so familiar",2022-12-28,NA,NA
NA,NA,NA,NA,NA,NA,NA,"m3gan (2022)","recycled concepts molded and manufactured for gen z out of the blumhouse factory","tresm","solid and at times actually entertaining like other reviewers have mentioned this strikes me as another version of the  childs play a fun doesnttakeitself tooseriously movie nonetheless it added its own spin to the horrorcomedy genre with its intentional and unintentional comedyi went into mgan with little to no expectation given the only marketing material i could remember was the dance scene i found that the film accomplished the message it set out on parents suck at raising children and having no parental figure could be deadly because they will get attached to anything that shows them affectionas far as the quality of the film there wasnt really anything surprising or new i could think of most of the elements were very predictable from the beginning thats not always a bad thing because most people like the predictability and knowing where a film is headedoverall not bad for an early january released pg horror movie",2023-01-07,NA,NA
NA,NA,NA,NA,NA,NA,NA,"m3gan (2022)","just fine","lanstaylor","fine its a moderately entertaining deadly doll movie but seriously its been a bit overpraised this is paint by numbers storytelling a beat by beat remake of every deadly friend tale also while i generally find her appealing allison williams looks like shes about to crack up half the time its also a little soft on the true horrorscares front id actually love to see an r rated sequel that goes as hard as childs play or annabelle anyway it makes me sad to think that there are strong movies out right now babylon the whale that audiences are ignoring in favor of this january junk",2023-01-07,NA,NA
NA,NA,NA,NA,NA,NA,NA,"m3gan (2022)","weirdly overpraised","jjdausey","you have a niece whos lost her parents comes to stay this distraction starts to disrupt your work day so you revisit a work project youd been trying to keep secret you call it mgan its all just childs play its not long before machine and niece connect takes the role of parenting without neglect keeps a watch on its young guard any threat it will discard with a mission to defend secure protect before too long you have concerns as the creator your brainchild has become a calculator a consciousness that learns considers all the twists and turns perhaps its time to pull the plug and terminate hera variation on several themes youve encountered many times before but entertaining nonetheless and thought provoking as well",2023-01-13,NA,NA
NA,NA,NA,NA,NA,NA,NA,"m3gan (2022)","cant believe people are charging money to see this","superfox","after watching the first trailer i was excited to watch the movie and after hearing positive reviews my expectations rose after watching the movie it felt like i didnt see anything new it was just same robot becoming enemy due to malfunction the horror or thrilling elements were missing from the story one thing i liked about the story was they tried to be realistic but we have seen this type of story millions of times i dont know what will they do with the sequel maybe make it a franchise like childs play who knowsoverall it was a normal movie which i think you can give a try",2023-01-25,NA,NA
NA,NA,NA,NA,NA,NA,NA,"m3gan (2022)","its a decent film if somewhat tame","sleepindragon","young cady is given mgan an ai doll thats very protectivefirst off i felt very old in the cinema aged  where most of the viewers seemed to be teenagers and i think theyre perhaps the target audiencedefinitely not without appeal its an interesting if unoriginal plot childs play vibes and there are a few jumps here and there mgan does have some intriguing moments but sadly never flips into horror mode which i felt the trailers pointed tothe major plus the visuals it looks very good indeed its nicely shot and well produced mgans realisation is great the film peaks towards the end and the scenes in the forest in particular look very good and offer the films most unsettling momentson the debit side its hard to believe in the actions of some of the characters a few times i sat there wanting to shout out really is that actually what theyre going to do but worse the film was a little too slow in partsi expected it to be somewhat gruesome it really wasnt when i came home from the cinema i read that it had been cut to fit with a younger audience i can see that",2023-01-06,NA,NA
NA,NA,NA,NA,NA,NA,NA,"m3gan (2022)","the rare case in which i  got what i expected","jfgibson","most movies seem to either be underwhelming or just fine once in a great while they overdeliver and exceed your expectations but possibly the rarest result is when you are excited to see a movie and you get exactly what youd hoped for for me mgan was a blast of entertainment a perfect concoction of a wellpaced story that is just there for you to have fun with okay if im honest it did have some moments that elevated my enjoyment even a little more than id hopedthey went to a few places i could not have expected that doesnt mean that the story wasnt predictable it was pretty clear where this was going the whole time but it was still fun and memorable and i expect that if i ever happen to walk into a room where someone has this movie on i will sit and watch with them to the end i enjoyed it",2023-01-06,NA,NA
NA,NA,NA,NA,NA,NA,NA,"m3gan (2022)","toned down to pg so teens can watch","feastmode","mgan is another example of a movie that was originally meant to be rated r absolutely should be rated r but is toned down to pg so they can sell more tickets instead of focusing on making something awesome for real movie fans something people will talk about for years they focus on the casuals and teens there were even a few children at my viewing i continue to ask when are studios going to stop being cowards and have the courage to go all outunfortunately thats far from the only problem with mgan my biggest complaint is it feels like such a tease part of the reason is the aforementioned limitations which doesnt allow you to be creative with or even show the kills the other reason is that this movie takes forever to get going and every time i think okay here we go it steps back and makes me wait longer its not a long movie and i dont have a short attention span i just wanted it to go crazy and it never really didother than that this is just a mediocre movie i love a good blend of horror and comedy but the comedy barely made me laugh and the horror is barely that with the exception of a solid performance by the main child i found the rest of the acting to be serviceable at bestif youre like me and feel like this barely scratched an itch watch malignant oh it scratches  viewing opening thursday ",2023-01-15,NA,NA
NA,NA,NA,NA,NA,NA,NA,"m3gan (2022)","this isnt horror","mrashtastic","for the first movie theater experience i had in  mgan was just not it this is barely a horror film and more so a comedyparody in the same vein as the  childs play remake take an actually good idea and slap a pg rating on it youve got mgani dont think i could care about the characters in this movie any less everyone in this film is either entirely unlikeable or completely incompetent this is a horror movie no one wanted to see a doll sing the stakes werent there the shock value was detrimental to the scariness factor and to top it all off weve got singing dolls and absolutely no bloodmgan gets a d",2023-01-06,NA,NA
NA,NA,NA,NA,NA,NA,NA,"m3gan (2022)","surprisingly good and better than i anticipated","nscoby","there really isnt much to complain about this little gem it had everything going for it from casting to production to directing etc the story had a great flow to it and although it was mostly predictable it was still really fun to go along for the ride all casting and performances were spoton although i felt ronny chieng was miscast i am a fan but somehow his character just didnt fit and wasnt as convincing as everyone else was the visual effects for megan were on point as was the cinematography and score the  min runtime flew by with the proper pacing overall a really fun watch and i certainly recommend it i do hope they come out with at least one more sequel",2023-01-29,NA,NA
NA,NA,NA,NA,NA,NA,NA,"m3gan (2022)","a well shot fun ride","topdawgcritic","it seems especially in the horror genre nearly everything lately is regurgitated and advertised as something new blumhouse does this more than anyone lately and yet still manages to rake in profits from mostly generation z unfamiliar with the old classic horror films that came long before the glaring similarities and material borrowing comes from basically every chucky film though its presented in a way thats more appetizing to the newer tik tok gen z crowd not saying the film isnt still executed solidly or isnt effective it just feels like such an obvious rewrapping of an old classicthe film itself has a solid enough story and decently intriguing visuals to keep it interesting the acting is subpar at times but the shock value makes up for it the true issues lay in the blatant lack of originality toward the overall product slight futuristic advancements in plot points and cgi can only differentiate from the old so much when something feels so familiar",2022-12-28,NA,NA
NA,NA,NA,NA,NA,NA,NA,"m3gan (2022)","recycled concepts molded and manufactured for gen z out of the blumhouse factory","tresm","solid and at times actually entertaining like other reviewers have mentioned this strikes me as another version of the  childs play a fun doesnttakeitself tooseriously movie nonetheless it added its own spin to the horrorcomedy genre with its intentional and unintentional comedyi went into mgan with little to no expectation given the only marketing material i could remember was the dance scene i found that the film accomplished the message it set out on parents suck at raising children and having no parental figure could be deadly because they will get attached to anything that shows them affectionas far as the quality of the film there wasnt really anything surprising or new i could think of most of the elements were very predictable from the beginning thats not always a bad thing because most people like the predictability and knowing where a film is headedoverall not bad for an early january released pg horror movie",2023-01-07,NA,NA
NA,NA,NA,NA,NA,NA,NA,"m3gan (2022)","just fine","lanstaylor","fine its a moderately entertaining deadly doll movie but seriously its been a bit overpraised this is paint by numbers storytelling a beat by beat remake of every deadly friend tale also while i generally find her appealing allison williams looks like shes about to crack up half the time its also a little soft on the true horrorscares front id actually love to see an r rated sequel that goes as hard as childs play or annabelle anyway it makes me sad to think that there are strong movies out right now babylon the whale that audiences are ignoring in favor of this january junk",2023-01-07,NA,NA
NA,NA,NA,NA,NA,NA,NA,"m3gan (2022)","weirdly overpraised","jjdausey","you have a niece whos lost her parents comes to stay this distraction starts to disrupt your work day so you revisit a work project youd been trying to keep secret you call it mgan its all just childs play its not long before machine and niece connect takes the role of parenting without neglect keeps a watch on its young guard any threat it will discard with a mission to defend secure protect before too long you have concerns as the creator your brainchild has become a calculator a consciousness that learns considers all the twists and turns perhaps its time to pull the plug and terminate hera variation on several themes youve encountered many times before but entertaining nonetheless and thought provoking as well",2023-01-13,NA,NA
NA,NA,NA,NA,NA,NA,NA,"m3gan (2022)","cant believe people are charging money to see this","superfox","after watching the first trailer i was excited to watch the movie and after hearing positive reviews my expectations rose after watching the movie it felt like i didnt see anything new it was just same robot becoming enemy due to malfunction the horror or thrilling elements were missing from the story one thing i liked about the story was they tried to be realistic but we have seen this type of story millions of times i dont know what will they do with the sequel maybe make it a franchise like childs play who knowsoverall it was a normal movie which i think you can give a try",2023-01-25,NA,NA
NA,NA,NA,NA,NA,NA,NA,"m3gan (2022)","its a decent film if somewhat tame","sleepindragon","young cady is given mgan an ai doll thats very protectivefirst off i felt very old in the cinema aged  where most of the viewers seemed to be teenagers and i think theyre perhaps the target audiencedefinitely not without appeal its an interesting if unoriginal plot childs play vibes and there are a few jumps here and there mgan does have some intriguing moments but sadly never flips into horror mode which i felt the trailers pointed tothe major plus the visuals it looks very good indeed its nicely shot and well produced mgans realisation is great the film peaks towards the end and the scenes in the forest in particular look very good and offer the films most unsettling momentson the debit side its hard to believe in the actions of some of the characters a few times i sat there wanting to shout out really is that actually what theyre going to do but worse the film was a little too slow in partsi expected it to be somewhat gruesome it really wasnt when i came home from the cinema i read that it had been cut to fit with a younger audience i can see that",2023-01-06,NA,NA
NA,NA,NA,NA,NA,NA,NA,"m3gan (2022)","the rare case in which i  got what i expected","jfgibson","most movies seem to either be underwhelming or just fine once in a great while they overdeliver and exceed your expectations but possibly the rarest result is when you are excited to see a movie and you get exactly what youd hoped for for me mgan was a blast of entertainment a perfect concoction of a wellpaced story that is just there for you to have fun with okay if im honest it did have some moments that elevated my enjoyment even a little more than id hopedthey went to a few places i could not have expected that doesnt mean that the story wasnt predictable it was pretty clear where this was going the whole time but it was still fun and memorable and i expect that if i ever happen to walk into a room where someone has this movie on i will sit and watch with them to the end i enjoyed it",2023-01-06,NA,NA
NA,NA,NA,NA,NA,NA,NA,"m3gan (2022)","toned down to pg so teens can watch","feastmode","mgan is another example of a movie that was originally meant to be rated r absolutely should be rated r but is toned down to pg so they can sell more tickets instead of focusing on making something awesome for real movie fans something people will talk about for years they focus on the casuals and teens there were even a few children at my viewing i continue to ask when are studios going to stop being cowards and have the courage to go all outunfortunately thats far from the only problem with mgan my biggest complaint is it feels like such a tease part of the reason is the aforementioned limitations which doesnt allow you to be creative with or even show the kills the other reason is that this movie takes forever to get going and every time i think okay here we go it steps back and makes me wait longer its not a long movie and i dont have a short attention span i just wanted it to go crazy and it never really didother than that this is just a mediocre movie i love a good blend of horror and comedy but the comedy barely made me laugh and the horror is barely that with the exception of a solid performance by the main child i found the rest of the acting to be serviceable at bestif youre like me and feel like this barely scratched an itch watch malignant oh it scratches  viewing opening thursday ",2023-01-15,NA,NA
NA,NA,NA,NA,NA,NA,NA,"m3gan (2022)","this isnt horror","mrashtastic","for the first movie theater experience i had in  mgan was just not it this is barely a horror film and more so a comedyparody in the same vein as the  childs play remake take an actually good idea and slap a pg rating on it youve got mgani dont think i could care about the characters in this movie any less everyone in this film is either entirely unlikeable or completely incompetent this is a horror movie no one wanted to see a doll sing the stakes werent there the shock value was detrimental to the scariness factor and to top it all off weve got singing dolls and absolutely no bloodmgan gets a d",2023-01-06,NA,NA
NA,NA,NA,NA,NA,NA,NA,"m3gan (2022)","surprisingly good and better than i anticipated","nscoby","there really isnt much to complain about this little gem it had everything going for it from casting to production to directing etc the story had a great flow to it and although it was mostly predictable it was still really fun to go along for the ride all casting and performances were spoton although i felt ronny chieng was miscast i am a fan but somehow his character just didnt fit and wasnt as convincing as everyone else was the visual effects for megan were on point as was the cinematography and score the  min runtime flew by with the proper pacing overall a really fun watch and i certainly recommend it i do hope they come out with at least one more sequel",2023-01-29,NA,NA
NA,NA,NA,NA,NA,NA,NA,"m3gan (2022)","a well shot fun ride","topdawgcritic","it seems especially in the horror genre nearly everything lately is regurgitated and advertised as something new blumhouse does this more than anyone lately and yet still manages to rake in profits from mostly generation z unfamiliar with the old classic horror films that came long before the glaring similarities and material borrowing comes from basically every chucky film though its presented in a way thats more appetizing to the newer tik tok gen z crowd not saying the film isnt still executed solidly or isnt effective it just feels like such an obvious rewrapping of an old classicthe film itself has a solid enough story and decently intriguing visuals to keep it interesting the acting is subpar at times but the shock value makes up for it the true issues lay in the blatant lack of originality toward the overall product slight futuristic advancements in plot points and cgi can only differentiate from the old so much when something feels so familiar",2022-12-28,NA,NA
NA,NA,NA,NA,NA,NA,NA,"m3gan (2022)","recycled concepts molded and manufactured for gen z out of the blumhouse factory","tresm","solid and at times actually entertaining like other reviewers have mentioned this strikes me as another version of the  childs play a fun doesnttakeitself tooseriously movie nonetheless it added its own spin to the horrorcomedy genre with its intentional and unintentional comedyi went into mgan with little to no expectation given the only marketing material i could remember was the dance scene i found that the film accomplished the message it set out on parents suck at raising children and having no parental figure could be deadly because they will get attached to anything that shows them affectionas far as the quality of the film there wasnt really anything surprising or new i could think of most of the elements were very predictable from the beginning thats not always a bad thing because most people like the predictability and knowing where a film is headedoverall not bad for an early january released pg horror movie",2023-01-07,NA,NA
NA,NA,NA,NA,NA,NA,NA,"m3gan (2022)","just fine","lanstaylor","fine its a moderately entertaining deadly doll movie but seriously its been a bit overpraised this is paint by numbers storytelling a beat by beat remake of every deadly friend tale also while i generally find her appealing allison williams looks like shes about to crack up half the time its also a little soft on the true horrorscares front id actually love to see an r rated sequel that goes as hard as childs play or annabelle anyway it makes me sad to think that there are strong movies out right now babylon the whale that audiences are ignoring in favor of this january junk",2023-01-07,NA,NA
NA,NA,NA,NA,NA,NA,NA,"m3gan (2022)","weirdly overpraised","jjdausey","you have a niece whos lost her parents comes to stay this distraction starts to disrupt your work day so you revisit a work project youd been trying to keep secret you call it mgan its all just childs play its not long before machine and niece connect takes the role of parenting without neglect keeps a watch on its young guard any threat it will discard with a mission to defend secure protect before too long you have concerns as the creator your brainchild has become a calculator a consciousness that learns considers all the twists and turns perhaps its time to pull the plug and terminate hera variation on several themes youve encountered many times before but entertaining nonetheless and thought provoking as well",2023-01-13,NA,NA
NA,NA,NA,NA,NA,NA,NA,"m3gan (2022)","cant believe people are charging money to see this","superfox","after watching the first trailer i was excited to watch the movie and after hearing positive reviews my expectations rose after watching the movie it felt like i didnt see anything new it was just same robot becoming enemy due to malfunction the horror or thrilling elements were missing from the story one thing i liked about the story was they tried to be realistic but we have seen this type of story millions of times i dont know what will they do with the sequel maybe make it a franchise like childs play who knowsoverall it was a normal movie which i think you can give a try",2023-01-25,NA,NA
NA,NA,NA,NA,NA,NA,NA,"m3gan (2022)","its a decent film if somewhat tame","sleepindragon","young cady is given mgan an ai doll thats very protectivefirst off i felt very old in the cinema aged  where most of the viewers seemed to be teenagers and i think theyre perhaps the target audiencedefinitely not without appeal its an interesting if unoriginal plot childs play vibes and there are a few jumps here and there mgan does have some intriguing moments but sadly never flips into horror mode which i felt the trailers pointed tothe major plus the visuals it looks very good indeed its nicely shot and well produced mgans realisation is great the film peaks towards the end and the scenes in the forest in particular look very good and offer the films most unsettling momentson the debit side its hard to believe in the actions of some of the characters a few times i sat there wanting to shout out really is that actually what theyre going to do but worse the film was a little too slow in partsi expected it to be somewhat gruesome it really wasnt when i came home from the cinema i read that it had been cut to fit with a younger audience i can see that",2023-01-06,NA,NA
NA,NA,NA,NA,NA,NA,NA,"m3gan (2022)","the rare case in which i  got what i expected","jfgibson","most movies seem to either be underwhelming or just fine once in a great while they overdeliver and exceed your expectations but possibly the rarest result is when you are excited to see a movie and you get exactly what youd hoped for for me mgan was a blast of entertainment a perfect concoction of a wellpaced story that is just there for you to have fun with okay if im honest it did have some moments that elevated my enjoyment even a little more than id hopedthey went to a few places i could not have expected that doesnt mean that the story wasnt predictable it was pretty clear where this was going the whole time but it was still fun and memorable and i expect that if i ever happen to walk into a room where someone has this movie on i will sit and watch with them to the end i enjoyed it",2023-01-06,NA,NA
NA,NA,NA,NA,NA,NA,NA,"m3gan (2022)","toned down to pg so teens can watch","feastmode","mgan is another example of a movie that was originally meant to be rated r absolutely should be rated r but is toned down to pg so they can sell more tickets instead of focusing on making something awesome for real movie fans something people will talk about for years they focus on the casuals and teens there were even a few children at my viewing i continue to ask when are studios going to stop being cowards and have the courage to go all outunfortunately thats far from the only problem with mgan my biggest complaint is it feels like such a tease part of the reason is the aforementioned limitations which doesnt allow you to be creative with or even show the kills the other reason is that this movie takes forever to get going and every time i think okay here we go it steps back and makes me wait longer its not a long movie and i dont have a short attention span i just wanted it to go crazy and it never really didother than that this is just a mediocre movie i love a good blend of horror and comedy but the comedy barely made me laugh and the horror is barely that with the exception of a solid performance by the main child i found the rest of the acting to be serviceable at bestif youre like me and feel like this barely scratched an itch watch malignant oh it scratches  viewing opening thursday ",2023-01-15,NA,NA
NA,NA,NA,NA,NA,NA,NA,"m3gan (2022)","this isnt horror","mrashtastic","for the first movie theater experience i had in  mgan was just not it this is barely a horror film and more so a comedyparody in the same vein as the  childs play remake take an actually good idea and slap a pg rating on it youve got mgani dont think i could care about the characters in this movie any less everyone in this film is either entirely unlikeable or completely incompetent this is a horror movie no one wanted to see a doll sing the stakes werent there the shock value was detrimental to the scariness factor and to top it all off weve got singing dolls and absolutely no bloodmgan gets a d",2023-01-06,NA,NA
