"prod_name","title","reviewer","review","date","ratings","type_of_movies"
"Saltburn (2023)","An artful disappointment","steveinadelaide","Other reviewers use the word ""derivative"" a lot to describe this film. They're not wrong! And my God this is a tedious film to try to get through! The so-called twist at the end is anything but. There's absolutely no reward at the end for sticking with this grotesque and uninteresting film. The suspenseful bits aren't suspenseful. The funny bits aren't funny and the sexy bits aren't sexy. The only thing the film maker succeeded at was making the grotesque parts nauseatingly grotesque. There's not one interesting nor sympathetic character in the bunch. There's no reason to care about what happens to any of them! A complete waste of time!","24 December 2023","2/10",NA
"Saltburn (2023)","Murky pretentious derivative mess","Laight","SaltburnNow this was an interesting film. It's a mind game. It's manipulation. And it's nefarious. Be prepared to squirm Be prepared to gasp. Be prepared to say ""oh dear God"" a few times. The movie follows a very shy and quiet Oxford student on his quest to fit in. After a school year, he is invited to join his new friend at his family's enormous castle where we definitely see him in a fish out of water situation.Then things... happen. Oh boy do they happen. This is all I'm going to say but be prepared for a wild ride, and don't be squeamish. I enjoyed this, but it really deserves its R rating. It's very adult and highlights the depths human beings can go, regardless of material wealth.You know I love to find the human experience presented, possibly with a lesson in mental health awareness. Oh God no. Perhaps there is awareness, but there is no lesson.Rosamund Pike does steal the show. Her one liners are absolutely hilarious.Enjoy the ride.","23 December 2023","6/10",NA
"Saltburn (2023)","Oliver Quick & The Dead","reelreviewsandrecommendations","I really don't understand why this movie is getting such rave reviews on here. Yes, it was very stylish, the music was great, and the acting was good. But the storyline was a HUGE disappointment. I kept waiting for something to happen, and when it finally did I was severely underwhelmed and disappointed that that was the direction the filmmakers went. It's overplayed, not creative or interesting. I saw the movie ""Parasite"" and I LOVED it. This movie just seemed like a cheap and trashy knock off with some bizarre scenes thrown in there for ""shock value"". Watch it if you want to see what all the buzz is about, but I'm just saying you might be left disappointed and wishing you would've spent 2.5 hours of your time on something else.","30 December 2023","1/10",NA
"Saltburn (2023)","Excruciatingly difficult to get through with zero reward at the end.","darthsteele-39338","The acting and casting are terrific, but the character development leaves a lot to be desired. In its place we are given lots of gratuitous weird sex stuff.Take out the gratuitous sex stuff, and there's not much left. The plot has been done many times, and much better, especially in the old days of film noir where the character development added to the suspense.I'm sure certain types will call this art, but I call it lazy and pretentious. A plot this thin, especially with a very common story line, with such flimsy character development, would have been laughed out of any studio in better days.","19 November 2023","6/10",NA
"Saltburn (2023)","💙 I loved the Cinematography and Gothic Production Design. However, the Film Doesn't Fully Coalesce and Just Sort of Falls Apart (For Me) 🤷","DoNotComeToTheCinemaDepressed","I had greater expectations of this film given the combined talent of the cast. There are some very good actors in it but I suppose if the plot is no good there is nothing much they can do to elevate to watchable. Quick frankly it is barely watchable. Some really bizarre events occur that are neither funny nor scary. Just bewildering as for most of the film there is seemingly no real story or plot just interactions between some rather superficial characters. None of the characters including the leads are likeable. The plot is explained at the end but to be honest it's not worth watching to find out.","9 October 2023","8/10",NA
"Saltburn (2023)","Derivative, but with a twist","euroGary","Baffled by the reviews here! This is a self-indulgent, unoriginal, poke in the eye, middle finger to the viewers piece of shallow trash.There are no interesting characters, no interesting events, no moments of insight, nothing whatsoever to make it worth one's time to watch this drivel.It is derivative of several other more original and thoughtful films & stories. There is almost no story here, actually. It is just little scenes of shallowness, one after the other. There are no surprises. The reveal at the end is completely devoid of surprise. The writer director seems to go for pruerient, lame attempts to shock, but nothing - NOTHING - is unexpected, nothing is surprising.And, there are no sympathetic characters at all. That can be OK on a well made - well written & well directed - film. But, this is not that film.This is shallow, ugly in spirit (because the writer/ director is deliberate in her meanness, callowness, shallowness and crude manipulation of viewers' generosity in given her (the director) their time and a level of confidence that they will be rewarded for watching.This is an absolute paper-thin crap movie, pretending to a higher-brow film. It's garbage. It will be deservedly tossed on the trash heap over time - not too long in it's run.","8 January 2024","3/10",NA
"Saltburn (2023)","Its third act requires a HUGE suspension of disbelief","M_Exchange","Sometimes you come across a filmmaker whose works you just don't like. And now, after two features in, I can honestly say that about writer-director Emerald Fennell. I didn't care much for her debut outing, ""Promising Young Woman"" (2020), and I can say the same (and more) about her follow-up effort, ""Saltburn."" This alleged thriller about a seemingly awkward but quietly sinister Oxford student (Barry Keoghan) who ingratiates himself into a family of wealthy English aristocrats features a story and characters about whom, quite frankly, I couldn't care less. (Think ""The Killing of a Sacred Deer"" (2017) with a cast of eccentric old money cronies and a wolf in sheep's clothing.) This assemblage of utterly reprehensible characters living utterly reprehensible lives and zealously adhering to utterly reprehensible values fails to endanger viewer empathy, interest or even connection. Much of the narrative is predictable and glacially paced, incorporates sequences that are included for little more than forced shock value, features monodimensional and blatantly obvious (almost trite) character development, and frequently stumbles in attempts at humor that are wedged in largely for the sake of convenience or calculatedly timed comic relief. It's the kind of picture that prompts regular looks at one's watch to see how much more one must endure and delivers welcome sighs of relief when the end finally comes. What's more, given the combined talent pool for this production, it's a genuine shame to see the likes of Rosamund Pike, Carey Mulligan and Richard E. Grant relegated to supporting roles in which their abilities are sorely underused. And then there's the excessively hammy performance of Keoghan, who's quite obviously (and knowingly) acting and not disappearing into the bona fide portrayal of a character. In all, this offering feels like a picture that tries awfully hard to see how much it can get away with, especially when seeking to invoke dropped jaws among audience members, much as this director's cinematic predecessor attempted to do. Save your money, and don't waste your time on this vastly overrated release from a vastly overrated filmmaker.","8 January 2024","6/10",NA
"Saltburn (2023)","Pretentious garbage!","mjw2305","Saltburn, directed by Emerald Fennell (who brought us the excellent A Promising Young Woman), is a psychological thriller drama that attempts to navigate the maze-like world of the English aristocracy, but unfortunately, it loses its way. The film stars Barry Keoghan as Oliver Quick, a scholarship student at Oxford University, and Jacob Elordi as Felix Catton, a charming aristocrat who invites Oliver to spend a summer at his family's sprawling estate, Saltburn.Saltburn is set in the mid-2000s, a period marked by some economic and cultural decadence. It attempts to explore the clash of social classes, moral vacuity, and the seductions of wealth. However, the film's historical and cultural context feels superficial, failing to delve more deeply into the societal dynamics of the time. Despite being promising, the plot suffers from predictability and a lack of subtlety. The film tries to play with the idea of these enormous bastions of privilege and power as unique breeding grounds for strangeness, but it doesn't quite hit the mark. Forced and repetitive dialogues, which frequently feel artificial and contrived, further weaken the narrative.Despite having talented actors portraying them, the characters lack depth. Oliver, played by Keoghan, is a hateful, lustful, and envious character, but his portrayal is flat and uncomplicated. Felix, played by Elordi, is a character who comes from a life of blatant privilege, but his flimsy compassion does not seem real.Although Fennell's direction is bold, it lacks the dexterity required to make this intricate story come to life. The film's pacing is erratic; certain scenes seem rushed, while others drag on needlessly. The movie's soundtrack seems haphazard and does not improve the story. The movie also occasionally goes a bit too far in terms of taste and may have you cringing.The cinematography and production design are perhaps the film's strongest points. The grandeur of Saltburn, the sprawling estate, is captured beautifully, and the film does a commendable job of creating a lived-in feeling that feels glamorous and filthy at the same time. These artistic components, however, are insufficient to make up for the film's weak narrative.Saltburn is a film that promises much but delivers little. Despite its grand setting and talented cast, it fails to provide a compelling narrative or engaging characters. It's a film that tries to be a critique of the English aristocracy and a psychological thriller but falls short on both counts. While it may appeal to some viewers for its aesthetic appeal, it's a film that, unfortunately, doesn't live up to its potential. It's not a film I'd recommend.","24 December 2023","3/10",NA
"Saltburn (2023)","Didn't work for me","ThatDoesntMatter","Take a bit of A Separate Peace, The Talented Mr. Ripley, Brideshead Revisited, Howards End and many more, mix them up into a rather incoherent story, and you get this over-the-top bit of fluff. The problems are too numerous to mention, but the most glaring is that there's not a tad of credibility in the set-up. Stories that involve someone of one class mixing it up with someone of another must show there's a connection between the two people: that part is completely skipped over here. There's no connection at all between the two major characters. The bond is never explained.Then there's the issue of character: no one in the film is a real person: all of them are pawns to serve the grand plot which, when dissected, falls apart. These aren't people; they're vehicles for the screenwriter (director, producer, etc) to show off an interesting but ultimately flawed story.So much else is wrong with this movie but to give them all away would be to contain spoilers, and the reviews that are most worthwhile here at IMDB are the ones that warn the reader off a show.Consider yourself warned.","9 December 2023","3/10",NA
"Saltburn (2023)","Vastly Overrated, Obvious and Focused on Shock Value","brentsbulletinboard","It is 2006, and scholarship student Oliver Quick has just arrived at Oxford. He doesn't fit in with the upper-class atmosphere and has no acquaintances. After befriending Felix Catton, a popular and wealthy fellow student, however, Oliver finally seems to find his place at the University. Invited to the Catton family home- Saltburn- for the summer holidays, Oliver is thrust into the dark heart of the blue bloods. Nothing is as it seems though, as the idyllic vacation transforms into one from hell itself.Written and directed by Emerald Fennell, 'Saltburn' is an initially intriguing, though ultimately irritatingly derivative, predictable psychological comic-horror. Fennell's narrative begins with promise. In the first act, you aren't sure who to trust, nor where the story is heading. However, after the action moves to the manor house, Saltburn, things devolve into a messy and obvious retread of ideas that have been expressed more eloquently in previous films, be they 'The Talented Mr. Ripley, 'Teorema' or 'The Servant.'Those films examined themes such as class difference, obsessiveness, personality and manipulation with aplomb and ingenuity. Fennell appears content to skirt around the edges of these themes, never going into them with depth. Nor are the characters in her narrative provided with any kind of motivation for their actions. One, in particular, acts in a violent vacuum of self-obsession and jealously- but why? What made this character the way they are? Fennel never bothers to tell us, seeming satisfied to leave audiences in the dark.Moreover, her characterization is largely based on stereotypes and cliches. Oliver is essentially just a less charismatic, Scouse Tom Ripley, with darkness beneath a thin veneer of awkward shyness. Felix is exactly like Ripley's object of obsession, Dickie Greenleaf, while his eccentric family are people we've seen before in countless films which mock the aristocracy- 'The Ruling Class' among them. Familiar and lacking in depth, Fennell's characters aren't particularly interesting, nor is her narrative particularly original. Further, while her dialogue is frequently funny, it can also be pretentious- particularly during Oliver's intermittent narration.Throughout the film, Fennell handles the material with great deference- too much, one might argue. She lets uncomfortable scenes linger interminably, seeming to think this imbues them with some kind of raw power. The ending, featuring full-frontal nudity- reminiscent of the music video to Liam Gallagher's 'Once,' starring a thankfully clothed Eric Cantona- seems self-indulgent and, shall we say, cocky. Furthermore, a twist in the last act is neither surprising nor effective, while also sending the film into the realm of fantasy; so completely does it abandon real-world logic.Conversely, Linus Sandgren's glossy cinematography is striking. Sandgren makes excellent use of colours and unconventional shots and angles, heightening the suspense of the narrative, as well as compounding the decadence of the Catton family. He employs a ratio of 1.33:1, giving the film a top-heavy, boxed-in look, making locations feel daunting. It is work full of contrast- although, a cynical critic might suggest an over-reliance on cliched visual metaphors, such as reflections, or the obvious juxtaposition of characters wearing devil horns and angel wings.However, Sandgren's visuals generally come as a boon to proceedings, as does Suzie Davies' rich production design. Textured and detailed, her work fosters a vivid, immersive atmosphere, which Sophie Canale's costume design and Charlotte Dirickx's set decoration compounds. In addition, Anthony Willis's score is stirring. His original pieces are seedy and evocative, while songs used throughout- perhaps most notably Sophie Ellis-Bextor's 'Murder On The Dancefloor'- complement the narrative.Barry Keoghan stars as Oliver, alongside Jacob Elordi as Felix, Alison Oliver as Felix's sister Venetia and Rosamund Pike as Felix's mother Elspeth. Keoghan is a fascinating actor, who plays strange characters with verve and intelligence. Here, however, he gives an inconsistent performance. When playing Oliver as a weird, insular personality, he shines; though when he has to display his dominant side Keoghan lacks conviction and doesn't convince- an oddly played, oddly written night-time scene with Venetia being clearest evidence of this.Elordi does much more assured work, despite the fact that the character is just a 2006 version of the aforementioned Greenleaf. He impresses though, overcoming the scant characterisation of the role. Oliver is excellent, underplaying the complexities of her character, while Pike steals the show as the eccentric Elspeth. Richard E. Grant also stars, as Felix's father, but is criminally under-utilised, while Archie Madekwe's grating performance as Felix's cousin is smug and one-note.In conclusion, Emerald Fennell's 'Saltburn' is a film trying to provoke, though isn't as challenging nor original as its creator thinks it is. Though it is funny from time to time, and the first act is intriguing and suspenseful; the film is ultimately an uneven, predictable and derivative affair. While the cinematography is striking and the score atmospheric, the performance of star Barry Keoghan is inconsistent. Although Rosamund Pike is a delight, the film around her is not worthy of her talents, nor can she save it completely. Not to rub salt in the wound, but this film doesn't burn as brightly as it could have.","24 November 2023","5/10",NA
"Saltburn (2023)","An artful disappointment","steveinadelaide","Other reviewers use the word ""derivative"" a lot to describe this film. They're not wrong! And my God this is a tedious film to try to get through! The so-called twist at the end is anything but. There's absolutely no reward at the end for sticking with this grotesque and uninteresting film. The suspenseful bits aren't suspenseful. The funny bits aren't funny and the sexy bits aren't sexy. The only thing the film maker succeeded at was making the grotesque parts nauseatingly grotesque. There's not one interesting nor sympathetic character in the bunch. There's no reason to care about what happens to any of them! A complete waste of time!","24 December 2023","2/10",NA
"Saltburn (2023)","Murky pretentious derivative mess","Laight","SaltburnNow this was an interesting film. It's a mind game. It's manipulation. And it's nefarious. Be prepared to squirm Be prepared to gasp. Be prepared to say ""oh dear God"" a few times. The movie follows a very shy and quiet Oxford student on his quest to fit in. After a school year, he is invited to join his new friend at his family's enormous castle where we definitely see him in a fish out of water situation.Then things... happen. Oh boy do they happen. This is all I'm going to say but be prepared for a wild ride, and don't be squeamish. I enjoyed this, but it really deserves its R rating. It's very adult and highlights the depths human beings can go, regardless of material wealth.You know I love to find the human experience presented, possibly with a lesson in mental health awareness. Oh God no. Perhaps there is awareness, but there is no lesson.Rosamund Pike does steal the show. Her one liners are absolutely hilarious.Enjoy the ride.","23 December 2023","6/10",NA
"Saltburn (2023)","Oliver Quick & The Dead","reelreviewsandrecommendations","I really don't understand why this movie is getting such rave reviews on here. Yes, it was very stylish, the music was great, and the acting was good. But the storyline was a HUGE disappointment. I kept waiting for something to happen, and when it finally did I was severely underwhelmed and disappointed that that was the direction the filmmakers went. It's overplayed, not creative or interesting. I saw the movie ""Parasite"" and I LOVED it. This movie just seemed like a cheap and trashy knock off with some bizarre scenes thrown in there for ""shock value"". Watch it if you want to see what all the buzz is about, but I'm just saying you might be left disappointed and wishing you would've spent 2.5 hours of your time on something else.","30 December 2023","1/10",NA
"Saltburn (2023)","Excruciatingly difficult to get through with zero reward at the end.","darthsteele-39338","The acting and casting are terrific, but the character development leaves a lot to be desired. In its place we are given lots of gratuitous weird sex stuff.Take out the gratuitous sex stuff, and there's not much left. The plot has been done many times, and much better, especially in the old days of film noir where the character development added to the suspense.I'm sure certain types will call this art, but I call it lazy and pretentious. A plot this thin, especially with a very common story line, with such flimsy character development, would have been laughed out of any studio in better days.","19 November 2023","6/10",NA
"Saltburn (2023)","💙 I loved the Cinematography and Gothic Production Design. However, the Film Doesn't Fully Coalesce and Just Sort of Falls Apart (For Me) 🤷","DoNotComeToTheCinemaDepressed","I had greater expectations of this film given the combined talent of the cast. There are some very good actors in it but I suppose if the plot is no good there is nothing much they can do to elevate to watchable. Quick frankly it is barely watchable. Some really bizarre events occur that are neither funny nor scary. Just bewildering as for most of the film there is seemingly no real story or plot just interactions between some rather superficial characters. None of the characters including the leads are likeable. The plot is explained at the end but to be honest it's not worth watching to find out.","9 October 2023","8/10",NA
"Saltburn (2023)","Derivative, but with a twist","euroGary","Baffled by the reviews here! This is a self-indulgent, unoriginal, poke in the eye, middle finger to the viewers piece of shallow trash.There are no interesting characters, no interesting events, no moments of insight, nothing whatsoever to make it worth one's time to watch this drivel.It is derivative of several other more original and thoughtful films & stories. There is almost no story here, actually. It is just little scenes of shallowness, one after the other. There are no surprises. The reveal at the end is completely devoid of surprise. The writer director seems to go for pruerient, lame attempts to shock, but nothing - NOTHING - is unexpected, nothing is surprising.And, there are no sympathetic characters at all. That can be OK on a well made - well written & well directed - film. But, this is not that film.This is shallow, ugly in spirit (because the writer/ director is deliberate in her meanness, callowness, shallowness and crude manipulation of viewers' generosity in given her (the director) their time and a level of confidence that they will be rewarded for watching.This is an absolute paper-thin crap movie, pretending to a higher-brow film. It's garbage. It will be deservedly tossed on the trash heap over time - not too long in it's run.","8 January 2024","3/10",NA
"Air (I) (2023)","A Great Portrayal of A Potential Boring Subject Matter","cdjh-81125","Really, really loved this movie. I know it's become a bit of an overused adage nowadays but this feels like the kind of movie we just don't get anymore.I've missed Ben Affleck as a director so much. I've liked every movie he's directed so far (even Live By Night) and this movie shows just how capable he is behind the camera. His directing is a big part of the reason why this film is as captivating as it is. He never just reverts to simple shot/reverse shot between actors during these long dialogue scenes but instead keeps the characters moving and energetic and it keeps the scenes visually interesting. Its also extremely well edited with the film being kept at a brisk pace with a runtime that feels just right for this story.But the dialogue here is unbelievable. It's consistently sharp and witty throughout and it keeps the conversations engaging without ever being showy or overwritten. As much as I love Aaron Sorkin dialogue his scenes can often come across as words written by a professional screenwriter rather than genuine interactions between characters but that's not the case here at all. But Air does what Sorkin scripts like the Social Network and Moneyball do extremely successfully and take very non-cinematic subject matters and makes them riveting, captivating watches.I was a bit mixed on Affleck's choice to never directly show Michael Jordan on screen. I understand the creative choice but the attempts to hide Jordan on screen often came across as more distracting than I think it would've been had Jordan just been portrayed as an actual character by an actor giving a performance.But overall this was a great watch. I'm so glad Amazon are giving this a full theatrical release because it deserves to be seen on the big screen and I sincerely hope this is a sign of things to come not just from Amazon but streamers as a whole.","15 April 2023","9/10",NA
"Air (I) (2023)","Ben Affleck Directs Another Winner","kjproulx","I'm a pretty big fan of films that revolve around the behind-the-scenes drama of professional sports. Films like Air will always grab my attention and become a must-see in my mind. For that reason alone, on top of knowing that Ben Affleck directed it, I had high hopes as well. After seeing it, I'm happy to say that I had a great time at the movies. This supremely written film deserves your attention and here's why.Decades ago, the company of Nike wasn't worth all that much and not many athletes even wanted to be sponsored by them. Air tells the story of Sonny Vaccaro (Matt Damon), a man who is on the verge of his career ending, when he gets the crazy idea to put the entire good will and fortune of the Nike brand at risk. He risks everything to try and get Michael Jordan to agree to sign with them, thus designing what is widely known now as the Air Jordan shoe. It's a very simple story about a man who knows the potential of something, while everyone around him thinks what he wants to accomplish is impossible. It's an underdog story that's not even directly about an athlete and it's done incredibly well.The star of this film is easily Alex Convery. You haven't heard of him? Well, until today I hadn't either. He is the screenwriter of this film and the dialogue from start to finish is what took this film from the generic true story category to something that's a must-watch. This is his first screenplay, ever. Yes, a film that I will currently call my favourite of the year so far, was written by a guy who had never written a feature film outside of this one (at least none that got made). Hearing about this just made me ludicrously excited that people still get chances taken on them in Hollywood. Convery wrote a terrific screenplay here and I hope he continues to get work.Ben Affleck does a great job directing this film, getting fantastic performances out of everyone involved. Matt Damon is committed and it's one of his best performances in years. Jason Bateman's dry humour is all over this movie and I couldn't get enough of it. Viola Davis as Michael Jordan's mother was also great (as always), but who really stood out to me as the MVP was Chris Tucker. He's both funny and hits all the dramatic beats his character required. I haven't seen him in a meaty role like this in a while and I was pleasantly surprised.Look, I'm not about to sit here and say this is one of the best films of all time or that it's groundbreaking in any way, but Air just ticked all the boxes of enjoyment for me. Well-acted, well-written, well-directed, it's fun to watch and even though you know how the story ends, it's still very engaging. For non-sports fans or people who don't know about sponsorships and how they work in professional sports, I think Air is still a movie for you because it never showcases any actual Basketball (other than on a television) and the inner workings of this company is just interesting in general. Air is now playing in theatres and I think many people will enjoy it. I absolutely recommend this one.","12 April 2023","9/10",NA
"Air (I) (2023)","Really solid entertainment","rdoyle29","This is an extremely engaging and entertaining film that manages to mine suspense out of a story you already know the ending of. You know that Nike ... at the time the third place loser in the basketball shoe market ... managed to get Michael Jordan to sign with them and created the Air Jordan shoe. To a large degree the film is about HOW Sonny Vaccaro (in the form of Matt Damon) pulled off this feat, but it also makes you doubt IF it's going to happen. That's good storytelling.It's also a pretty funny film ... more than I expected. Mostly due to Jason Bateman, Chris Turcker (who I am not a fan of, but is really quite good here) and a bravely self-deprecating Ben Affleck, although Dave Messina steals many scenes as Jordan's agent.It's really so well put together than you start to forget that Nike is hardly an underdog, and this is really a film about a multi-billion dollar company becoming even bigger and making a soon-to-be-very-wealthy athlete even wealthier. It's a nice trick.My only real complaint about the film is that it's WAY too dedicated to reminding you that it's set in 1984.","5 April 2023","8/10",NA
"Air (I) (2023)","Affleck bounces back as a director","Jeremy_Urquhart","This was a nice surprise. After the shaky Live By Night in 2016 (which I think was affected more by executive meddling than anything else), Ben Affleck took a break from directing, and now has a mini comeback of sorts with Air. It's been about a decade since I watched his other films (Gone Baby Gone, The Town, and Argo), but I remember liking them quite a bit, and enough to say that Air feels like a return to form for Affleck as a director.It's most comparable to Argo in that it takes an interesting story from history, and gives it a classic Hollywood level of polish that makes things a bit snappier, more entertaining, and a little funnier, too. Here, it's all about Nike trying to partner with a young Michael Jordan in the mid-80s. I know nothing about basketball, but have always known Jordan and Nike go together. So the film's only likely to be suspenseful for those who've been living under particularly large rocks for a particularly long time, but it's not so much the what that's interesting, but the how.The cast all give very strong performances, and between this and The Last Duel, I have to say that I think Affleck's even better in supporting roles than lead ones. It moves well and kept me interested for nearly two hours, even though the story on paper wasn't one I thought I'd find interesting. That's the sign of a good movie, sometimes.However, Air's not quite a slam dunk. The writing takes some jarring shortcuts here and there, and keeping this under two hours also made for some occasionally weird edits. And the soundtrack may have laid it on a little thick at times (but hearing two Violent Femmes tracks was cool, and not only is Bruce Springsteen discussed in dialogue, but he's also in the soundtrack, which is always a win in my book).Affleck and Damon haven't had a big win in a while, but they made a good movie together here and I hope it does well. It's worth seeking out for the clean, efficient, and all-around solid entertainment it provides.","2 April 2023","7/10",NA
"Air (I) (2023)","Makes You Care About Shoes for 2 Hours","dmoorejr","Return to form for Mr. Ben Affleck. He managed to get me out to the theater to see a movie about Nike. Not necessarily a shoe guy, however this movie paints the picture as to why people invest in these shoes. The directing was fantastic. Stellar cast. Matt Damon bringing his A Game as always. Chris Tucker just added his magic to this movie. Jason Bateman just being a supporting character was interesting, but his story really added to the stakes of the movie. The pacing was a little off here, and there but the story, and cast really allows this movie to breathe in away you don't worry about the pace like that. Definitely give this flick a chance if you like start up films.","15 May 2023","8/10",NA
"Air (I) (2023)","Beauty in Simplicity","gwzct","We need more films like this right now. No agenda. No politics. Just an interesting (and true) story that entertains us. Write some dialogue, grab some cameras, get solid actors, and go to work. There's nothing complicated in this film. There no mystery to solve, no giant set pieces, just a fantastic time on the screen. The 80s are shown a ton of love in every aspect of the film. I am liking Matt Damon more as an actor as his career moves on. He's not above setting his star power aside and concentrate on being an actor and it works so well here. Too much can never be said about Ben Affleck as a director. He's one of the best working right now. As solid a movie as you will ever watch.","18 May 2023","9/10",NA
"Air (I) (2023)","Absolutely NOT a sports fan, but really liked this movie","thejdrage","I actually rated it at 7.5 stars. Ben Affleck's acting wasn't as good as we know it could have been. The strain of being on both sides of the camera showed - but damn he was great as a director!! Also felt that Chris Tucker's usual comedy set him apart for such a strong part.So, I am absolutely NOT a sports fan and I don't wear Air Jordan shoes. HOWEVER, it was fun to see that Peter Moore, the original creator of the shoe, did, indeed, make them a work of art from the very beginning - once he was given free reign. That made me the happiest!! I DO love looking at Air Jordan's and they are absolutely BEAUTIFUL!This movie about sports and sport clothes was brilliantly done due to the fact that everyone in it felt free to be very natural.Some reviewers don't like that we never see Michael Jordan's face. I did like it. He is FAR too well-known to be played by an actor. AND this movie really wan't about him, per se. It was very much about his mother and what she did not only for him, but for everyone in sports.This is a movie for everyone. ENJOY!!","29 March 2023","8/10",NA
"Air (I) (2023)","Can Ben Affleck and Matt Damon always make movies together","burntoutboy","I managed to watch this at an early screening and I was pleasantly surprised.Of course most people know Michael Jordan and how he arguably is the best basketball player of all time and potentially best athlete of all time. But I bet a fair few people don't know the behind the doors story of how the most popular sneaker came into creation. This is where Air comes in.Right from the very start, the movie brings you along for the journey, engaging at every possible moment instead of just telling it to your face. The script was really well written to achieve this.The acting was too notch, particularly from Damon and Davis. At times you forget they are portraying real people.It was surprisingly funny at times and whilst you know the end of the story, the movie still gets you routing for everything to work out.For me, this is the first Oscar worthy film of the year (primarily for acting and screenplay) but credit should also be given to Afflecks direction. Just like Argo, he's got another directorial hit and his hands.","5 April 2023","9/10",NA
"Air (I) (2023)","So damn good!","UniqueParticle","Ben Affleck directed and co-starred in this so well; Alex Convery wrote it with glorious talent! For someone that doesn't really keep up much with sports this was enthralling, very informative, and quite entertaining. I loved Air I can't praise enough I had a lot of fun. The comedy was better than expected especially everything with Chris Messina and Matt Damon bantering. I wasn't sure why Micheal Jordan barely had lines at all even though the movie had a lot to do with him even that was crafty, the bulk is about Nike corporation which was all great. I hope the ratings/reviews get plenty of praise even awards.","7 April 2023","9/10",NA
"Air (I) (2023)","Surprisingly entertaining biopic about the rise of a sports brand","trevorwomble","Nike are now synonymous with sports and sportswear, and Adidas's great rivals, however it wasn't always that way and this little film explains how they did it.This film started off as a made for streaming movie, small(ish) in scale and with a decent but not spectacular budget. However the casting of Matt Damon and Ben Affleck (both in front of and behind the camera) really brought it up to another level. Whilst the final result still feels like a glorified TV movie, Damon is excellent as usual and for once Affleck doesn't seem to be punching above his weight as an actor. This is actually a very well made and acted film, although the slight story may not be to everyone's taste.Viola Davis and Julius Tannon also turn in a good performances as Michael Jordan's devoted parents. There are also solid turns from Chris Tucker (looking a few pounds heavier than the last time I saw him in anything worthwhile) and Jason Bateman amongst others.It's an interesting subject matter and I enjoyed the soundtrack too (many 80s songs of my youth) although it does have a lot of swearing so may not be appropriate for all. Ben Affleck is a very capable director and this is another good movie from him. If you enjoyed more recent biopic films like 'The Founder' and 'Steve Jobs' then you should enjoy this.","7 April 2023","8/10",NA
"Air (I) (2023)","A Great Portrayal of A Potential Boring Subject Matter","cdjh-81125","Really, really loved this movie. I know it's become a bit of an overused adage nowadays but this feels like the kind of movie we just don't get anymore.I've missed Ben Affleck as a director so much. I've liked every movie he's directed so far (even Live By Night) and this movie shows just how capable he is behind the camera. His directing is a big part of the reason why this film is as captivating as it is. He never just reverts to simple shot/reverse shot between actors during these long dialogue scenes but instead keeps the characters moving and energetic and it keeps the scenes visually interesting. Its also extremely well edited with the film being kept at a brisk pace with a runtime that feels just right for this story.But the dialogue here is unbelievable. It's consistently sharp and witty throughout and it keeps the conversations engaging without ever being showy or overwritten. As much as I love Aaron Sorkin dialogue his scenes can often come across as words written by a professional screenwriter rather than genuine interactions between characters but that's not the case here at all. But Air does what Sorkin scripts like the Social Network and Moneyball do extremely successfully and take very non-cinematic subject matters and makes them riveting, captivating watches.I was a bit mixed on Affleck's choice to never directly show Michael Jordan on screen. I understand the creative choice but the attempts to hide Jordan on screen often came across as more distracting than I think it would've been had Jordan just been portrayed as an actual character by an actor giving a performance.But overall this was a great watch. I'm so glad Amazon are giving this a full theatrical release because it deserves to be seen on the big screen and I sincerely hope this is a sign of things to come not just from Amazon but streamers as a whole.","15 April 2023","9/10",NA
